IP,Acuracia,TempoReacao,APM,TaxaErros,IPRepetido,JaFoiSuspeito,Inventario,AcoesBots,Classe
192.168.32.143,97,432,111,29,0,1,"Adaga, Flecha, Tomo, Espada",0,Suspeito
192.168.88.186,88,268,114,34,1,0,"Luvas, Arco, Espada, Colar",0,Suspeito
192.168.167.216,98,477,117,50,1,1,"Tomo, Escudo, Luvas, Botas",0,Suspeito
192.168.177.110,84,378,118,4,0,0,"Adaga, Martelo, Chave, Flecha",0,Legítimo
192.168.172.71,68,314,30,34,1,1,"Martelo, Armadura, Tomo, Chave",1,Suspeito
192.168.79.202,97,351,145,14,1,0,"Mapa, Chave, Joia, Luvas",0,Suspeito
192.168.114.204,64,382,128,32,1,1,"Chave, Lança, Espada, Botas",0,Suspeito
192.168.210.219,66,368,139,30,1,1,"Colar, Joia, Chave, Foco",0,Suspeito
192.168.234.110,85,346,31,7,0,0,"Lança, Botas, Espada, Joia",1,Suspeito
192.168.82.149,89,351,142,10,0,0,"Botas, Anel, Lança, Armadura",0,Legítimo
192.168.95.154,97,253,127,31,1,0,"Lança, Armadura, Chave, Joia",0,Suspeito
192.168.180.176,60,444,131,6,1,0,"Adaga, Anel, Tomo, Cristal",0,Suspeito
192.168.96.43,90,363,41,13,1,0,"Armadura, Escudo, Flecha, Poção",0,Legítimo
192.168.110.37,87,239,119,42,1,1,"Elmo, Flecha, Luvas, Mapa",0,Suspeito
192.168.227.89,53,430,146,16,1,1,"Tomo, Joia, Colar, Cristal",1,Suspeito
192.168.40.7,69,480,112,24,0,0,"Anel, Armadura, Chave, Joia",0,Suspeito
192.168.165.163,64,485,99,47,0,1,"Adaga, Espada, Colar, Flecha",1,Suspeito
192.168.87.19,65,311,144,11,0,1,"Espada, Chave, Adaga, Luvas",1,Suspeito
192.168.105.80,100,240,83,19,1,1,"Lança, Botas, Adaga, Flecha",1,Suspeito
192.168.173.155,82,356,102,30,1,0,"Armadura, Chave, Anel, Poção",0,Suspeito
192.168.93.56,86,233,87,38,1,0,"Escudo, Anel, Lança, Luvas",0,Legítimo
192.168.252.116,99,481,142,45,1,0,"Adaga, Poção, Foco, Chave",0,Suspeito
192.168.176.36,69,255,39,46,1,0,"Arco, Tomo, Botas, Cristal",1,Suspeito
192.168.124.8,90,276,90,39,1,1,"Arco, Joia, Luvas, Colar",1,Suspeito
192.168.129.246,72,322,113,11,1,1,"Flecha, Colar, Lança, Armadura",0,Suspeito
192.168.98.10,94,315,125,1,0,0,"Martelo, Cristal, Escudo, Lança",1,Suspeito
192.168.8.99,59,439,100,19,1,0,"Espada, Arco, Luvas, Escudo",1,Suspeito
192.168.41.6,98,337,139,7,1,1,"Foco, Mapa, Luvas, Tomo",1,Suspeito
192.168.193.117,61,251,143,36,0,1,"Joia, Flecha, Chave, Arco",0,Suspeito
192.168.74.230,66,280,37,33,0,1,"Anel, Botas, Cristal, Espada",1,Suspeito
192.168.30.244,88,353,78,2,1,0,"Elmo, Luvas, Armadura, Tomo",0,Legítimo
192.168.81.227,70,244,32,42,0,1,"Tomo, Flecha, Poção, Botas",1,Suspeito
192.168.154.211,81,384,69,12,0,1,"Adaga, Arco, Elmo, Joia",0,Legítimo
192.168.251.74,72,370,94,22,0,1,"Poção, Botas, Tomo, Adaga",0,Suspeito
192.168.246.100,87,415,140,34,1,0,"Mapa, Poção, Martelo, Botas",1,Suspeito
192.168.99.87,61,482,132,21,1,0,"Tomo, Foco, Lança, Luvas",1,Suspeito
192.168.139.40,52,474,45,22,0,0,"Escudo, Tomo, Lança, Mapa",0,Legítimo
192.168.142.139,65,484,41,3,0,1,"Tomo, Foco, Adaga, Colar",0,Suspeito
192.168.195.213,74,273,101,20,1,1,"Foco, Colar, Luvas, Escudo",1,Suspeito
192.168.113.78,58,239,94,39,1,1,"Colar, Tomo, Lança, Poção",1,Suspeito
192.168.67.50,68,290,62,46,1,1,"Tomo, Elmo, Foco, Flecha",1,Suspeito
192.168.15.88,70,469,138,21,0,0,"Tomo, Elmo, Espada, Botas",1,Suspeito
192.168.69.247,52,492,142,21,0,0,"Poção, Cristal, Mapa, Joia",0,Suspeito
192.168.143.89,79,458,78,35,0,0,"Flecha, Chave, Armadura, Lança",1,Suspeito
192.168.149.36,95,233,137,48,1,0,"Chave, Escudo, Martelo, Elmo",1,Suspeito
192.168.114.160,57,485,76,13,0,1,"Chave, Martelo, Cristal, Botas",1,Suspeito
192.168.125.103,80,327,119,22,0,1,"Foco, Joia, Martelo, Cristal",0,Suspeito
192.168.254.225,83,202,87,40,0,0,"Mapa, Joia, Escudo, Elmo",1,Legítimo
192.168.159.146,71,333,44,31,0,1,"Armadura, Anel, Arco, Lança",1,Suspeito
192.168.159.52,85,213,142,5,1,1,"Tomo, Adaga, Luvas, Escudo",1,Suspeito
192.168.101.11,70,363,84,32,0,0,"Joia, Foco, Luvas, Colar",1,Suspeito
192.168.122.139,75,301,118,9,1,0,"Poção, Chave, Foco, Armadura",1,Suspeito
192.168.59.246,50,342,74,26,1,0,"Armadura, Luvas, Elmo, Botas",1,Suspeito
192.168.232.185,85,384,32,26,0,0,"Martelo, Mapa, Luvas, Arco",0,Legítimo
192.168.137.222,83,461,42,44,1,1,"Armadura, Mapa, Foco, Adaga",0,Suspeito
192.168.34.202,51,399,90,23,1,0,"Cristal, Armadura, Elmo, Anel",1,Suspeito
192.168.32.203,68,330,113,14,1,0,"Flecha, Elmo, Escudo, Lança",1,Suspeito
192.168.71.224,99,446,70,11,0,1,"Armadura, Lança, Botas, Tomo",0,Legítimo
192.168.241.38,71,472,114,44,0,1,"Espada, Poção, Colar, Botas",1,Suspeito
192.168.118.251,75,236,114,8,0,0,"Arco, Martelo, Adaga, Colar",0,Legítimo
192.168.124.221,96,360,115,21,1,1,"Escudo, Luvas, Cristal, Mapa",0,Suspeito
192.168.151.96,86,285,89,9,1,0,"Mapa, Elmo, Cristal, Joia",1,Suspeito
192.168.73.52,79,214,140,39,1,0,"Colar, Chave, Mapa, Escudo",1,Suspeito
192.168.195.99,90,401,89,24,0,1,"Poção, Chave, Flecha, Espada",0,Suspeito
192.168.131.126,94,459,84,17,0,0,"Anel, Chave, Poção, Luvas",1,Suspeito
192.168.148.221,73,249,54,18,1,1,"Espada, Poção, Armadura, Escudo",1,Suspeito
192.168.251.104,74,444,67,43,0,0,"Mapa, Foco, Tomo, Flecha",1,Suspeito
192.168.212.195,69,456,35,28,1,0,"Botas, Arco, Elmo, Anel",0,Suspeito
192.168.147.244,99,475,106,36,0,1,"Colar, Escudo, Elmo, Chave",1,Suspeito
192.168.52.28,85,279,60,45,0,0,"Anel, Joia, Lança, Foco",0,Legítimo
192.168.218.112,54,472,66,45,0,1,"Elmo, Chave, Poção, Flecha",0,Suspeito
192.168.216.228,94,296,123,16,0,1,"Chave, Anel, Arco, Luvas",1,Suspeito
192.168.16.226,74,366,69,48,0,1,"Colar, Poção, Flecha, Arco",1,Suspeito
192.168.115.131,53,215,59,1,0,1,"Martelo, Colar, Cristal, Luvas",0,Legítimo
192.168.160.237,78,213,50,19,0,0,"Espada, Poção, Flecha, Joia",1,Suspeito
192.168.5.122,71,416,123,45,0,1,"Poção, Martelo, Escudo, Cristal",1,Suspeito
192.168.176.185,94,333,45,14,0,1,"Chave, Botas, Escudo, Foco",1,Suspeito
192.168.177.35,60,277,84,13,1,1,"Foco, Arco, Cristal, Colar",1,Suspeito
192.168.77.92,92,257,91,15,0,1,"Botas, Armadura, Anel, Joia",0,Legítimo
192.168.206.72,78,401,113,31,1,1,"Anel, Joia, Tomo, Flecha",1,Suspeito
192.168.54.245,52,200,106,22,1,0,"Luvas, Tomo, Poção, Armadura",0,Suspeito
192.168.3.255,99,442,128,37,1,1,"Lança, Botas, Arco, Poção",1,Suspeito
192.168.173.212,76,223,35,45,1,0,"Botas, Foco, Armadura, Lança",0,Suspeito
192.168.76.4,64,257,65,34,0,0,"Escudo, Poção, Adaga, Foco",0,Legítimo
192.168.189.213,73,316,63,10,1,1,"Joia, Poção, Cristal, Armadura",1,Suspeito
192.168.189.37,93,345,47,47,1,0,"Martelo, Colar, Anel, Cristal",0,Suspeito
192.168.193.197,65,306,64,13,1,0,"Botas, Luvas, Tomo, Foco",0,Suspeito
192.168.168.196,59,296,67,7,0,0,"Cristal, Colar, Joia, Armadura",0,Legítimo
192.168.216.157,56,490,93,4,0,1,"Luvas, Escudo, Armadura, Martelo",1,Suspeito
192.168.23.125,65,393,110,28,0,0,"Mapa, Adaga, Tomo, Espada",1,Suspeito
192.168.20.104,89,207,76,5,1,1,"Adaga, Joia, Flecha, Espada",0,Suspeito
192.168.104.17,74,329,117,7,1,0,"Anel, Tomo, Foco, Martelo",0,Suspeito
192.168.89.29,61,463,70,15,0,0,"Tomo, Flecha, Foco, Poção",0,Legítimo
192.168.207.242,58,290,65,14,1,0,"Martelo, Cristal, Colar, Tomo",1,Suspeito
192.168.19.244,66,228,95,30,1,1,"Colar, Armadura, Poção, Arco",1,Suspeito
192.168.134.77,97,428,32,41,0,0,"Joia, Mapa, Foco, Escudo",0,Legítimo
192.168.20.128,67,382,39,38,1,1,"Botas, Cristal, Lança, Foco",0,Suspeito
192.168.203.181,100,371,80,13,1,1,"Chave, Armadura, Arco, Joia",0,Suspeito
192.168.13.19,74,216,144,12,0,1,"Espada, Armadura, Escudo, Elmo",0,Suspeito
192.168.103.76,59,242,117,49,1,1,"Cristal, Mapa, Chave, Flecha",0,Suspeito
192.168.60.72,95,387,40,0,0,0,"Poção, Arco, Joia, Adaga",1,Legítimo
192.168.205.237,73,262,132,44,1,1,"Arco, Chave, Martelo, Lança",0,Suspeito
192.168.104.232,86,351,118,10,1,1,"Elmo, Martelo, Adaga, Chave",1,Suspeito
192.168.82.122,100,364,103,48,1,1,"Joia, Botas, Arco, Armadura",1,Suspeito
192.168.58.164,52,285,129,17,0,1,"Foco, Luvas, Colar, Martelo",0,Suspeito
192.168.250.154,54,485,78,22,0,1,"Botas, Anel, Cristal, Colar",1,Suspeito
192.168.92.166,86,453,56,36,0,1,"Botas, Adaga, Armadura, Arco",1,Suspeito
192.168.32.227,64,417,91,29,1,0,"Lança, Armadura, Colar, Cristal",0,Suspeito
192.168.129.115,59,223,96,16,0,1,"Chave, Joia, Luvas, Foco",1,Suspeito
192.168.150.160,52,231,95,28,1,1,"Arco, Luvas, Tomo, Flecha",0,Suspeito
192.168.19.175,51,348,98,37,0,1,"Colar, Foco, Lança, Elmo",1,Suspeito
192.168.62.183,89,248,144,2,0,0,"Tomo, Elmo, Foco, Martelo",1,Legítimo
192.168.210.206,56,494,139,0,0,1,"Luvas, Martelo, Poção, Arco",1,Suspeito
192.168.141.133,73,247,135,23,1,1,"Escudo, Luvas, Chave, Espada",1,Suspeito
192.168.37.198,80,346,126,6,1,0,"Escudo, Anel, Tomo, Poção",1,Suspeito
192.168.70.127,71,309,144,33,0,1,"Elmo, Flecha, Martelo, Arco",1,Suspeito
192.168.73.35,51,392,41,10,0,0,"Martelo, Tomo, Botas, Escudo",1,Suspeito
192.168.161.14,89,238,62,22,1,1,"Cristal, Adaga, Mapa, Flecha",0,Suspeito
192.168.191.81,50,329,89,10,0,0,"Colar, Tomo, Arco, Chave",1,Suspeito
192.168.1.131,88,282,132,27,1,0,"Adaga, Cristal, Poção, Flecha",0,Suspeito
192.168.12.71,95,467,91,5,1,0,"Luvas, Armadura, Anel, Lança",0,Legítimo
192.168.181.16,72,212,120,1,1,1,"Cristal, Adaga, Espada, Luvas",1,Suspeito
192.168.215.1,77,475,46,2,1,0,"Anel, Armadura, Escudo, Arco",0,Suspeito
192.168.63.189,74,450,60,48,1,1,"Flecha, Joia, Martelo, Espada",0,Suspeito
192.168.81.26,69,289,118,7,1,1,"Poção, Escudo, Botas, Arco",1,Suspeito
192.168.92.69,95,437,49,36,1,1,"Adaga, Martelo, Colar, Elmo",0,Suspeito
192.168.215.80,95,209,72,3,1,0,"Adaga, Tomo, Martelo, Lança",0,Legítimo
192.168.202.228,67,491,62,5,0,1,"Tomo, Martelo, Adaga, Mapa",1,Suspeito
192.168.111.233,81,358,72,25,0,1,"Tomo, Joia, Arco, Anel",1,Suspeito
192.168.97.246,97,291,115,23,0,0,"Lança, Armadura, Joia, Escudo",1,Suspeito
192.168.23.176,99,309,74,48,1,0,"Lança, Anel, Escudo, Colar",1,Suspeito
192.168.126.99,75,219,97,48,1,0,"Elmo, Espada, Poção, Luvas",1,Suspeito
192.168.162.180,73,497,42,39,0,1,"Foco, Poção, Anel, Arco",1,Suspeito
192.168.2.43,64,211,127,30,0,0,"Colar, Poção, Flecha, Arco",0,Suspeito
192.168.182.170,98,397,74,23,0,0,"Luvas, Mapa, Adaga, Espada",1,Suspeito
192.168.247.195,57,333,108,18,1,1,"Luvas, Chave, Poção, Escudo",1,Suspeito
192.168.243.180,79,485,117,48,1,1,"Arco, Colar, Botas, Adaga",0,Suspeito
192.168.77.27,64,274,55,30,1,1,"Flecha, Armadura, Joia, Foco",0,Suspeito
192.168.200.165,64,360,137,29,0,1,"Lança, Luvas, Poção, Martelo",0,Suspeito
192.168.13.92,70,345,104,11,1,0,"Lança, Martelo, Chave, Flecha",1,Suspeito
192.168.244.128,100,411,81,2,0,1,"Luvas, Mapa, Lança, Anel",0,Legítimo
192.168.111.117,52,220,52,48,1,0,"Cristal, Espada, Flecha, Joia",1,Suspeito
192.168.54.95,79,258,144,16,0,1,"Escudo, Elmo, Lança, Mapa",1,Suspeito
192.168.95.14,54,264,121,22,0,1,"Tomo, Anel, Joia, Poção",1,Suspeito
192.168.196.107,57,422,55,5,0,0,"Adaga, Cristal, Escudo, Lança",0,Legítimo
192.168.210.217,72,256,70,42,0,1,"Escudo, Poção, Lança, Chave",1,Suspeito
192.168.55.168,76,372,127,1,1,0,"Tomo, Cristal, Adaga, Flecha",0,Suspeito
192.168.121.225,63,264,114,42,0,0,"Cristal, Martelo, Poção, Luvas",1,Suspeito
192.168.56.173,66,459,122,7,0,1,"Poção, Arco, Colar, Luvas",1,Suspeito
192.168.155.76,54,483,83,45,1,1,"Cristal, Martelo, Lança, Luvas",0,Suspeito
192.168.35.167,65,356,116,37,1,1,"Colar, Adaga, Joia, Mapa",1,Suspeito
192.168.189.81,99,306,76,8,0,1,"Anel, Chave, Adaga, Foco",0,Legítimo
192.168.165.101,98,270,55,28,1,1,"Escudo, Botas, Mapa, Tomo",1,Suspeito
192.168.182.51,67,214,106,15,1,0,"Chave, Arco, Armadura, Lança",0,Suspeito
192.168.228.74,79,280,148,9,0,0,"Armadura, Luvas, Foco, Adaga",0,Legítimo
192.168.94.15,96,396,67,43,0,0,"Anel, Elmo, Escudo, Chave",0,Legítimo
192.168.29.132,50,360,85,20,0,0,"Espada, Foco, Colar, Mapa",0,Legítimo
192.168.69.214,91,484,111,20,1,1,"Colar, Espada, Flecha, Mapa",1,Suspeito
192.168.4.97,98,319,95,8,0,0,"Mapa, Botas, Flecha, Espada",1,Legítimo
192.168.87.5,54,408,132,19,0,0,"Espada, Luvas, Foco, Mapa",1,Suspeito
192.168.32.106,58,347,122,44,1,0,"Arco, Tomo, Poção, Adaga",0,Suspeito
192.168.126.104,98,354,37,18,1,1,"Escudo, Colar, Botas, Foco",0,Suspeito
192.168.136.152,77,280,150,48,0,1,"Mapa, Botas, Foco, Chave",1,Suspeito
192.168.3.119,50,336,121,48,1,0,"Lança, Escudo, Poção, Mapa",0,Suspeito
192.168.246.133,63,341,134,7,0,1,"Adaga, Flecha, Tomo, Lança",1,Suspeito
192.168.173.80,72,412,108,9,0,0,"Colar, Chave, Foco, Flecha",1,Suspeito
192.168.198.198,85,483,133,43,1,1,"Anel, Martelo, Foco, Poção",0,Suspeito
192.168.133.249,87,299,43,20,1,0,"Adaga, Foco, Lança, Tomo",1,Suspeito
192.168.33.5,100,212,72,0,0,0,"Botas, Flecha, Luvas, Tomo",1,Legítimo
192.168.197.206,64,349,136,13,1,1,"Armadura, Cristal, Poção, Elmo",1,Suspeito
192.168.31.68,77,363,54,30,1,1,"Lança, Joia, Botas, Luvas",0,Suspeito
192.168.5.75,77,250,39,40,0,0,"Joia, Lança, Anel, Adaga",0,Suspeito
192.168.198.133,70,428,125,6,1,1,"Anel, Escudo, Martelo, Tomo",0,Suspeito
192.168.89.95,58,496,131,5,0,1,"Mapa, Foco, Espada, Anel",0,Suspeito
192.168.1.77,99,484,49,47,1,1,"Poção, Arco, Mapa, Anel",0,Suspeito
192.168.165.249,93,259,133,38,1,0,"Chave, Escudo, Martelo, Luvas",1,Suspeito
192.168.217.7,75,463,113,30,0,0,"Poção, Armadura, Escudo, Luvas",1,Suspeito
192.168.230.200,80,412,92,39,0,1,"Foco, Chave, Joia, Colar",1,Suspeito
192.168.199.117,61,336,130,21,0,0,"Joia, Botas, Adaga, Armadura",0,Suspeito
192.168.102.78,77,362,80,38,0,0,"Mapa, Arco, Escudo, Foco",1,Suspeito
192.168.17.59,85,455,53,18,0,0,"Espada, Lança, Tomo, Elmo",0,Legítimo
192.168.63.124,76,344,64,12,0,1,"Tomo, Chave, Flecha, Foco",1,Suspeito
192.168.191.121,100,312,91,37,1,0,"Mapa, Flecha, Espada, Arco",1,Suspeito
192.168.15.245,81,348,94,21,0,1,"Flecha, Escudo, Tomo, Armadura",1,Suspeito
192.168.241.201,68,374,127,50,1,0,"Joia, Flecha, Anel, Botas",1,Suspeito
192.168.253.139,89,256,125,17,1,0,"Joia, Adaga, Armadura, Colar",1,Suspeito
192.168.246.20,58,471,100,47,0,0,"Armadura, Escudo, Anel, Tomo",0,Legítimo
192.168.94.58,69,402,124,47,1,0,"Espada, Luvas, Botas, Chave",0,Suspeito
192.168.50.36,67,390,53,12,0,1,"Elmo, Foco, Martelo, Armadura",0,Suspeito
192.168.159.200,72,229,36,40,0,1,"Colar, Cristal, Tomo, Joia",0,Suspeito
192.168.148.38,89,381,135,22,1,0,"Lança, Anel, Joia, Arco",1,Suspeito
192.168.207.163,74,236,39,46,0,0,"Colar, Botas, Foco, Anel",0,Suspeito
192.168.99.172,90,223,59,22,1,1,"Chave, Joia, Tomo, Lança",1,Suspeito
192.168.67.89,79,358,114,37,1,1,"Escudo, Arco, Joia, Luvas",0,Suspeito
192.168.234.75,67,321,79,23,1,1,"Luvas, Armadura, Espada, Lança",0,Suspeito
192.168.120.227,91,377,136,11,1,1,"Adaga, Flecha, Arco, Anel",1,Suspeito
192.168.181.16,62,226,66,10,1,0,"Luvas, Flecha, Botas, Chave",0,Legítimo
192.168.38.2,61,329,31,21,0,1,"Adaga, Mapa, Lança, Escudo",1,Suspeito
192.168.161.115,75,252,66,38,0,0,"Escudo, Adaga, Botas, Martelo",1,Suspeito
192.168.35.245,63,497,99,30,1,0,"Armadura, Cristal, Espada, Mapa",0,Suspeito
192.168.136.62,50,368,75,35,0,1,"Flecha, Joia, Escudo, Foco",1,Suspeito
192.168.128.174,83,406,94,14,0,1,"Flecha, Lança, Espada, Botas",0,Legítimo
192.168.20.71,76,297,136,24,0,1,"Joia, Cristal, Armadura, Mapa",1,Suspeito
192.168.206.118,72,228,140,2,1,0,"Joia, Anel, Botas, Mapa",1,Suspeito
192.168.140.111,99,493,62,41,0,0,"Foco, Anel, Chave, Elmo",0,Legítimo
192.168.12.43,79,286,85,50,1,0,"Martelo, Arco, Lança, Luvas",1,Suspeito
192.168.114.54,94,327,96,20,0,1,"Botas, Flecha, Martelo, Armadura",0,Suspeito
192.168.13.216,57,395,144,0,0,0,"Foco, Mapa, Armadura, Chave",1,Suspeito
192.168.251.203,79,207,150,8,0,1,"Armadura, Cristal, Joia, Foco",1,Suspeito
192.168.218.62,94,443,58,33,0,0,"Tomo, Elmo, Flecha, Adaga",1,Suspeito
192.168.245.51,79,361,117,31,1,1,"Foco, Anel, Mapa, Chave",1,Suspeito
192.168.243.254,86,283,75,40,0,1,"Elmo, Martelo, Luvas, Anel",0,Legítimo
192.168.182.251,68,218,30,12,0,0,"Escudo, Lança, Tomo, Martelo",1,Suspeito
192.168.146.67,54,248,31,38,1,0,"Cristal, Escudo, Anel, Chave",0,Suspeito
192.168.112.152,73,469,85,35,0,1,"Joia, Armadura, Adaga, Luvas",1,Suspeito
192.168.19.159,70,406,89,16,0,1,"Armadura, Escudo, Adaga, Botas",0,Suspeito
192.168.251.49,94,275,32,27,0,1,"Espada, Escudo, Arco, Elmo",1,Suspeito
192.168.203.232,62,219,113,7,1,1,"Botas, Elmo, Flecha, Colar",1,Suspeito
192.168.241.245,99,407,65,23,1,0,"Poção, Adaga, Joia, Botas",1,Suspeito
192.168.133.250,98,372,97,44,0,1,"Colar, Anel, Espada, Botas",0,Suspeito
192.168.194.42,62,321,66,21,0,0,"Cristal, Poção, Anel, Chave",1,Suspeito
192.168.122.184,67,309,50,42,0,1,"Flecha, Anel, Lança, Tomo",1,Suspeito
192.168.64.164,95,265,79,30,0,0,"Mapa, Colar, Armadura, Escudo",1,Legítimo
192.168.170.42,99,401,58,9,1,1,"Armadura, Cristal, Lança, Mapa",0,Suspeito
192.168.145.197,72,492,94,29,1,0,"Adaga, Cristal, Foco, Poção",0,Suspeito
192.168.128.4,66,252,54,25,0,0,"Adaga, Botas, Joia, Armadura",0,Legítimo
192.168.3.92,76,379,91,20,1,0,"Foco, Botas, Flecha, Arco",0,Suspeito
192.168.237.59,85,327,49,6,0,1,"Poção, Anel, Espada, Martelo",0,Legítimo
192.168.162.57,63,334,111,21,0,1,"Foco, Cristal, Tomo, Poção",0,Suspeito
192.168.83.217,87,276,121,3,0,1,"Adaga, Elmo, Mapa, Arco",0,Legítimo
192.168.186.25,52,448,43,5,0,0,"Adaga, Luvas, Foco, Colar",0,Legítimo
192.168.110.8,52,346,86,21,1,1,"Flecha, Martelo, Colar, Anel",0,Suspeito
192.168.123.169,69,363,38,15,0,1,"Anel, Espada, Tomo, Mapa",1,Suspeito
192.168.31.74,68,291,102,47,0,0,"Cristal, Mapa, Adaga, Arco",1,Suspeito
192.168.102.235,66,254,61,19,1,0,"Espada, Cristal, Anel, Tomo",0,Suspeito
192.168.254.12,75,225,93,38,1,0,"Tomo, Lança, Adaga, Martelo",1,Suspeito
192.168.195.95,66,414,92,27,1,0,"Elmo, Adaga, Chave, Espada",1,Suspeito
192.168.101.193,59,259,141,35,1,0,"Foco, Lança, Botas, Elmo",1,Suspeito
192.168.235.243,65,407,96,13,0,1,"Flecha, Elmo, Espada, Anel",0,Suspeito
192.168.148.92,99,317,100,48,1,0,"Escudo, Tomo, Armadura, Arco",0,Suspeito
192.168.201.65,70,325,78,27,1,1,"Botas, Lança, Cristal, Anel",1,Suspeito
192.168.144.92,72,341,144,42,1,1,"Chave, Colar, Mapa, Arco",0,Suspeito
192.168.168.62,79,310,124,18,1,1,"Joia, Elmo, Mapa, Flecha",0,Suspeito
192.168.49.235,100,230,64,5,0,1,"Lança, Foco, Poção, Mapa",0,Legítimo
192.168.26.130,62,293,132,34,1,0,"Escudo, Flecha, Martelo, Mapa",0,Suspeito
192.168.57.10,84,399,82,0,0,1,"Adaga, Botas, Cristal, Mapa",1,Suspeito
192.168.10.45,86,400,130,24,0,0,"Chave, Flecha, Elmo, Escudo",0,Legítimo
192.168.222.73,80,286,129,9,0,1,"Cristal, Arco, Flecha, Chave",1,Suspeito
192.168.243.149,54,338,52,31,1,1,"Armadura, Botas, Martelo, Escudo",1,Suspeito
192.168.112.148,84,258,114,49,0,1,"Martelo, Foco, Mapa, Elmo",1,Suspeito
192.168.132.194,53,263,65,23,1,1,"Martelo, Colar, Tomo, Joia",0,Suspeito
192.168.73.91,80,206,65,41,0,0,"Foco, Chave, Martelo, Tomo",0,Legítimo
192.168.228.242,87,469,65,25,1,0,"Botas, Elmo, Lança, Arco",0,Suspeito
192.168.228.107,60,263,117,25,0,1,"Poção, Arco, Escudo, Chave",0,Suspeito
192.168.199.122,92,268,57,47,1,0,"Lança, Luvas, Chave, Arco",1,Suspeito
192.168.127.53,51,284,30,45,1,1,"Lança, Adaga, Escudo, Poção",0,Suspeito
192.168.151.48,93,238,116,40,0,0,"Armadura, Espada, Elmo, Escudo",1,Suspeito
192.168.85.219,73,392,50,15,0,1,"Flecha, Elmo, Joia, Foco",1,Suspeito
192.168.53.19,61,222,42,27,1,0,"Flecha, Tomo, Chave, Armadura",1,Suspeito
192.168.18.240,56,240,58,11,1,1,"Joia, Armadura, Arco, Elmo",1,Suspeito
192.168.130.105,98,394,75,22,1,1,"Cristal, Armadura, Foco, Flecha",0,Suspeito
192.168.207.214,53,302,87,24,0,0,"Colar, Armadura, Anel, Adaga",0,Legítimo
192.168.85.177,60,413,35,42,1,0,"Tomo, Flecha, Chave, Cristal",0,Suspeito
192.168.197.167,67,367,147,45,0,0,"Flecha, Lança, Luvas, Martelo",0,Suspeito
192.168.39.224,81,277,116,21,1,0,"Arco, Botas, Poção, Martelo",1,Suspeito
192.168.138.73,77,395,69,0,1,0,"Anel, Tomo, Arco, Lança",0,Suspeito
192.168.109.10,56,234,68,43,0,0,"Armadura, Anel, Tomo, Botas",0,Legítimo
192.168.33.196,64,361,84,8,1,1,"Armadura, Martelo, Elmo, Botas",1,Suspeito
192.168.1.107,62,331,105,31,1,0,"Armadura, Tomo, Botas, Poção",0,Suspeito
192.168.134.14,60,280,47,1,1,1,"Armadura, Flecha, Martelo, Anel",1,Suspeito
192.168.249.58,70,381,52,20,0,1,"Botas, Colar, Arco, Mapa",0,Suspeito
192.168.78.78,85,462,133,50,0,0,"Armadura, Elmo, Cristal, Tomo",0,Legítimo
192.168.59.1,61,500,61,5,1,0,"Martelo, Colar, Chave, Tomo",1,Suspeito
192.168.186.247,68,382,76,21,0,1,"Espada, Chave, Tomo, Luvas",1,Suspeito
192.168.58.170,69,321,135,15,0,0,"Chave, Lança, Martelo, Escudo",0,Suspeito
192.168.190.217,99,267,110,46,1,1,"Adaga, Espada, Elmo, Foco",0,Suspeito
192.168.108.78,98,277,71,44,0,1,"Armadura, Tomo, Colar, Martelo",0,Legítimo
192.168.83.182,90,344,112,12,1,0,"Lança, Escudo, Chave, Colar",0,Suspeito
192.168.209.47,62,310,32,4,0,1,"Armadura, Elmo, Lança, Tomo",0,Suspeito
192.168.95.230,53,475,119,31,0,0,"Mapa, Armadura, Botas, Poção",1,Suspeito
192.168.206.252,66,310,88,17,1,0,"Adaga, Lança, Poção, Mapa",0,Suspeito
192.168.193.101,63,312,128,34,1,1,"Mapa, Lança, Arco, Joia",0,Suspeito
192.168.151.169,75,315,145,1,1,1,"Espada, Tomo, Luvas, Arco",1,Suspeito
192.168.21.139,89,451,142,6,1,1,"Chave, Elmo, Poção, Martelo",0,Suspeito
192.168.181.43,93,395,140,35,1,1,"Escudo, Elmo, Armadura, Colar",0,Suspeito
192.168.200.149,93,384,91,10,0,1,"Chave, Anel, Tomo, Adaga",1,Suspeito
192.168.243.11,68,300,73,43,0,1,"Armadura, Tomo, Cristal, Botas",0,Suspeito
192.168.68.154,85,446,86,2,0,0,"Cristal, Foco, Armadura, Colar",1,Legítimo
192.168.76.183,65,211,113,10,1,1,"Arco, Mapa, Armadura, Poção",0,Suspeito
192.168.194.27,53,462,136,50,0,1,"Cristal, Martelo, Colar, Lança",0,Suspeito
192.168.132.130,85,354,55,22,0,0,"Tomo, Elmo, Arco, Armadura",0,Legítimo
192.168.95.238,50,319,141,35,0,1,"Cristal, Foco, Botas, Mapa",0,Suspeito
192.168.212.178,70,349,128,9,0,0,"Tomo, Joia, Poção, Escudo",0,Suspeito
192.168.183.118,66,400,148,31,0,1,"Armadura, Poção, Adaga, Anel",0,Suspeito
192.168.235.178,85,203,136,37,1,1,"Luvas, Colar, Joia, Lança",1,Suspeito
192.168.186.220,89,462,63,16,0,1,"Poção, Armadura, Flecha, Arco",1,Suspeito
