IP,Inventario,Precisao,TempoReacao,APM,TaxaHeadshots,JaFoiSuspeito,SusInv,Classe
192.168.153.128,"Torreta, MedKit, Faca, Sniper",59,60,63,16,0,1,Legítimo
192.168.204.81,"GranadaInc, GranadaFrag, Fuzil, Espingarda",71,281,93,42,0,0,Legítimo
192.168.101.61,"Revólver, Espingarda, Explosivo, MedKit",99,68,36,62,0,1,Suspeito
192.168.105.175,"Espingarda, Drone, Revólver, GranadaFrag",49,397,66,50,1,0,Legítimo
192.168.143.45,"GranadaFumo, Submetralhadora, Torreta, Silenciador",74,317,89,91,0,0,Legítimo
192.168.206.92,"Sniper, Capacete, Silenciador, Submetralhadora",54,50,120,27,0,1,Suspeito
192.168.91.153,"Submetralhadora, Silenciador, Colete, Lança-granadas",52,237,102,33,0,1,Legítimo
192.168.45.116,"Explosivo, Colete, Revólver, Sniper",52,242,118,65,0,0,Legítimo
192.168.115.140,"GranadaInc, Capacete, Faca, Sniper",61,228,123,91,0,0,Legítimo
192.168.163.222,"Torreta, Revólver, Explosivo, Pistola",74,247,110,37,0,1,Legítimo
192.168.71.46,"Capacete, Espingarda, Faca, GranadaFrag",52,367,58,100,0,0,Legítimo
192.168.116.33,"Lança-granadas, Drone, Submetralhadora, MedKit",60,130,106,100,0,1,Suspeito
192.168.235.116,"Pistola, Drone, Metralhadora, Explosivo",44,386,133,8,0,0,Legítimo
192.168.202.224,"MedKit, Submetralhadora, Lança-granadas, Pistola",51,307,28,98,0,0,Legítimo
192.168.225.23,"Revólver, Silenciador, Sniper, Lança-granadas",63,80,56,91,0,0,Legítimo
192.168.172.61,"Drone, Explosivo, Espingarda, Colete",53,116,86,26,0,1,Legítimo
192.168.186.34,"Submetralhadora, Lança-granadas, Capacete, Torreta",74,70,133,100,0,0,Suspeito
192.168.118.62,"Explosivo, Colete, MedKit, GranadaInc",49,163,135,84,0,1,Suspeito
192.168.6.234,"Drone, Explosivo, GranadaFrag, Capacete",83,100,55,57,0,0,Legítimo
192.168.25.212,"Capacete, Torreta, MedKit, Fuzil",73,69,82,87,0,1,Suspeito
192.168.188.127,"Drone, Lança-granadas, Capacete, Submetralhadora",95,288,88,92,0,0,Legítimo
192.168.99.167,"Colete, Espingarda, Fuzil, Lança-granadas",89,74,58,62,0,1,Suspeito
192.168.43.181,"Faca, Capacete, Revólver, Metralhadora",79,56,50,7,0,1,Legítimo
192.168.124.51,"Revólver, Lança-granadas, Fuzil, MedKit",87,191,24,59,1,1,Suspeito
192.168.206.156,"GranadaFumo, Torreta, Sniper, Colete",48,102,51,23,0,0,Legítimo
192.168.244.156,"Colete, GranadaInc, MedKit, Pistola",91,165,20,81,0,0,Suspeito
192.168.185.235,"GranadaFrag, Explosivo, Mira, Espingarda",47,78,97,12,0,0,Legítimo
192.168.26.37,"GranadaInc, Lança-granadas, Sniper, Submetralhadora",63,245,85,50,0,0,Legítimo
192.168.216.138,"Lança-granadas, Capacete, Metralhadora, MedKit",80,284,80,80,0,0,Legítimo
192.168.231.190,"GranadaInc, Espingarda, Metralhadora, Faca",87,332,27,28,0,0,Legítimo
192.168.133.41,"Faca, Metralhadora, GranadaFumo, GranadaFrag",70,315,37,93,0,1,Suspeito
192.168.196.140,"Silenciador, GranadaInc, Espingarda, Drone",92,245,126,92,0,0,Suspeito
192.168.35.19,"Torreta, Metralhadora, Submetralhadora, GranadaFrag",61,75,63,8,0,1,Legítimo
192.168.107.125,"Drone, Mira, Silenciador, Sniper",52,106,122,21,0,1,Suspeito
192.168.47.120,"GranadaInc, GranadaFrag, Faca, Fuzil",77,136,116,22,0,1,Suspeito
192.168.103.76,"Metralhadora, Faca, Espingarda, Silenciador",94,267,127,49,0,1,Suspeito
192.168.159.26,"Capacete, GranadaFrag, Silenciador, Faca",69,249,48,61,0,1,Legítimo
192.168.212.125,"Colete, Sniper, Pistola, GranadaFumo",80,146,102,57,0,1,Suspeito
192.168.241.247,"Faca, Sniper, Colete, Espingarda",65,175,133,39,0,0,Legítimo
192.168.72.251,"Submetralhadora, Explosivo, Sniper, MedKit",52,207,100,61,0,0,Legítimo
192.168.219.153,"Metralhadora, Fuzil, Submetralhadora, GranadaFumo",63,153,124,43,1,1,Suspeito
192.168.68.40,"Capacete, Mira, GranadaFrag, GranadaInc",53,393,125,60,0,1,Legítimo
192.168.161.155,"Drone, Faca, Pistola, GranadaFumo",66,65,114,6,0,1,Suspeito
192.168.140.142,"Mira, Capacete, GranadaFumo, Espingarda",57,179,22,54,0,1,Suspeito
192.168.134.33,"Fuzil, Mira, Colete, Lança-granadas",66,173,44,30,0,0,Legítimo
192.168.219.193,"Mira, GranadaFumo, Sniper, GranadaFrag",69,79,115,10,0,1,Suspeito
192.168.98.73,"Submetralhadora, Revólver, GranadaFrag, Explosivo",66,274,123,15,0,1,Legítimo
192.168.101.72,"GranadaFrag, Drone, Revólver, Silenciador",100,261,134,61,0,0,Legítimo
192.168.47.75,"MedKit, Fuzil, Faca, Torreta",42,61,142,83,0,0,Suspeito
192.168.163.164,"Submetralhadora, GranadaInc, Drone, Colete",63,101,128,62,0,1,Suspeito
192.168.110.99,"Revólver, GranadaFumo, Drone, Mira",66,62,80,48,0,0,Legítimo
192.168.97.102,"Lança-granadas, Submetralhadora, Metralhadora, Revólver",89,186,100,72,0,1,Suspeito
192.168.43.193,"Silenciador, Faca, GranadaFumo, Lança-granadas",48,191,35,97,0,0,Suspeito
192.168.66.154,"Torreta, Fuzil, GranadaFrag, Revólver",81,266,24,26,0,1,Suspeito
192.168.36.58,"Colete, Fuzil, Espingarda, MedKit",47,399,106,21,0,1,Legítimo
192.168.65.176,"Lança-granadas, Explosivo, Espingarda, Mira",78,188,89,34,0,0,Legítimo
192.168.124.204,"Lança-granadas, Faca, GranadaFrag, Metralhadora",63,319,100,22,0,1,Legítimo
192.168.52.47,"Metralhadora, Explosivo, Mira, Silenciador",40,152,41,88,1,1,Suspeito
192.168.86.32,"Torreta, Capacete, Submetralhadora, Pistola",65,335,66,26,0,1,Legítimo
192.168.221.226,"Pistola, Colete, Capacete, Torreta",82,254,105,17,0,0,Legítimo
192.168.191.151,"MedKit, Silenciador, GranadaInc, Torreta",62,323,53,7,0,1,Legítimo
192.168.226.237,"Lança-granadas, Faca, Drone, GranadaInc",65,378,150,27,0,0,Legítimo
192.168.184.188,"Drone, Explosivo, MedKit, GranadaFrag",88,153,139,61,0,0,Suspeito
192.168.23.52,"Fuzil, Colete, Silenciador, Explosivo",67,215,142,83,0,1,Suspeito
192.168.28.118,"Silenciador, GranadaFrag, GranadaInc, GranadaFumo",54,200,109,57,0,1,Legítimo
192.168.49.16,"GranadaInc, Pistola, MedKit, Faca",61,180,20,26,0,1,Suspeito
192.168.22.61,"Torreta, GranadaFrag, Revólver, Drone",100,307,105,99,0,1,Suspeito
192.168.3.164,"Revólver, Espingarda, Torreta, Silenciador",88,53,103,77,0,1,Suspeito
192.168.223.89,"Lança-granadas, GranadaFumo, Metralhadora, Drone",40,74,143,51,0,0,Legítimo
192.168.158.193,"Mira, Drone, Silenciador, GranadaInc",48,112,51,91,1,0,Suspeito
192.168.208.224,"Colete, Explosivo, MedKit, Lança-granadas",42,252,48,36,0,1,Legítimo
192.168.47.244,"GranadaFrag, Faca, Fuzil, Metralhadora",80,213,56,22,0,0,Legítimo
192.168.128.152,"Pistola, Explosivo, Espingarda, GranadaFrag",98,300,21,66,0,0,Legítimo
192.168.241.255,"Capacete, Explosivo, Submetralhadora, Torreta",75,348,128,59,0,0,Legítimo
192.168.206.193,"Torreta, Drone, Capacete, Lança-granadas",93,274,112,51,0,0,Legítimo
192.168.229.213,"Drone, Explosivo, Colete, GranadaFrag",51,219,47,18,0,0,Legítimo
192.168.81.31,"Explosivo, Lança-granadas, Drone, GranadaFrag",57,197,81,80,1,1,Suspeito
192.168.6.207,"Sniper, Capacete, Mira, Torreta",82,230,103,42,0,0,Legítimo
192.168.124.216,"Lança-granadas, Submetralhadora, Mira, Capacete",81,288,69,48,0,0,Legítimo
192.168.122.250,"GranadaFrag, Explosivo, Drone, Capacete",84,331,112,65,0,1,Suspeito
192.168.145.234,"Espingarda, MedKit, Pistola, Fuzil",79,307,65,10,0,0,Legítimo
192.168.169.62,"Colete, Metralhadora, Revólver, GranadaFumo",71,194,134,26,0,1,Suspeito
192.168.242.11,"Explosivo, Revólver, Drone, Torreta",85,187,47,78,0,1,Suspeito
192.168.84.114,"Espingarda, Submetralhadora, MedKit, Sniper",88,294,75,65,0,1,Legítimo
192.168.38.38,"Silenciador, Espingarda, Sniper, Fuzil",74,371,105,83,0,0,Legítimo
192.168.60.66,"Torreta, GranadaFrag, Capacete, Lança-granadas",43,384,138,12,0,0,Legítimo
192.168.241.249,"Silenciador, Submetralhadora, Metralhadora, Drone",81,111,40,25,0,0,Legítimo
192.168.188.173,"Revólver, Fuzil, Capacete, Sniper",84,387,131,71,0,0,Suspeito
192.168.112.107,"Metralhadora, Fuzil, Submetralhadora, Drone",82,312,75,14,0,0,Legítimo
192.168.186.246,"Colete, Submetralhadora, Lança-granadas, Metralhadora",48,358,59,30,0,1,Legítimo
192.168.44.57,"Mira, Submetralhadora, Revólver, Colete",83,242,84,66,0,0,Legítimo
192.168.103.91,"GranadaFumo, Revólver, GranadaInc, Silenciador",65,98,72,32,0,1,Legítimo
192.168.224.20,"Explosivo, Submetralhadora, Metralhadora, GranadaFumo",93,380,75,9,0,0,Legítimo
192.168.188.227,"GranadaInc, Revólver, Faca, Silenciador",81,316,75,42,0,0,Legítimo
192.168.8.147,"Explosivo, GranadaFrag, Faca, GranadaInc",75,230,139,23,0,1,Legítimo
192.168.20.219,"Revólver, Faca, Torreta, Silenciador",41,133,42,82,0,0,Legítimo
192.168.119.50,"Espingarda, Fuzil, Metralhadora, Pistola",72,366,96,93,0,0,Legítimo
192.168.66.229,"Explosivo, Pistola, Silenciador, Metralhadora",72,387,20,20,1,1,Suspeito
192.168.28.101,"Drone, GranadaFumo, Explosivo, Submetralhadora",58,245,127,100,0,0,Legítimo
192.168.31.69,"Colete, GranadaInc, MedKit, Pistola",54,258,38,83,0,0,Legítimo
192.168.254.65,"Torreta, Drone, Revólver, Lança-granadas",45,217,86,87,0,1,Legítimo
192.168.29.86,"Drone, Faca, Fuzil, Silenciador",85,218,148,1,0,0,Legítimo
192.168.236.74,"Mira, Explosivo, Drone, Torreta",93,359,21,52,0,0,Legítimo
192.168.255.155,"Lança-granadas, Torreta, Metralhadora, Revólver",58,150,99,21,0,1,Legítimo
192.168.114.248,"Fuzil, Drone, MedKit, Pistola",94,113,118,91,0,1,Suspeito
192.168.67.250,"Espingarda, Submetralhadora, Mira, Explosivo",75,212,119,44,0,0,Legítimo
192.168.223.68,"Lança-granadas, Metralhadora, Drone, Sniper",65,334,57,38,0,0,Legítimo
192.168.140.108,"Colete, Faca, MedKit, GranadaFumo",40,393,47,60,0,1,Legítimo
192.168.155.146,"Drone, Revólver, Lança-granadas, MedKit",95,356,63,64,0,1,Legítimo
192.168.2.189,"Torreta, Mira, MedKit, Explosivo",40,384,89,85,0,0,Legítimo
192.168.146.111,"Submetralhadora, Sniper, Silenciador, GranadaInc",98,342,147,87,0,0,Suspeito
192.168.137.116,"MedKit, Torreta, Lança-granadas, Metralhadora",61,133,26,34,0,1,Suspeito
192.168.41.204,"Explosivo, Submetralhadora, GranadaInc, Lança-granadas",68,110,145,67,1,0,Suspeito
192.168.224.192,"GranadaInc, GranadaFrag, MedKit, Mira",74,352,135,54,0,1,Legítimo
192.168.255.73,"Submetralhadora, GranadaFrag, GranadaFumo, Colete",81,79,86,5,0,1,Suspeito
192.168.158.196,"Drone, Lança-granadas, MedKit, Submetralhadora",84,340,114,52,1,0,Suspeito
192.168.49.15,"Revólver, Espingarda, Explosivo, Pistola",76,176,92,80,0,1,Suspeito
192.168.167.245,"Mira, Drone, Metralhadora, MedKit",89,315,31,80,0,1,Suspeito
192.168.210.18,"Sniper, Colete, Revólver, GranadaFrag",93,145,90,60,0,1,Suspeito
192.168.112.254,"Colete, Drone, Pistola, Explosivo",85,295,34,73,0,0,Suspeito
192.168.14.54,"Drone, Faca, Fuzil, Metralhadora",88,370,31,74,0,0,Suspeito
192.168.160.135,"Metralhadora, GranadaFumo, Silenciador, Capacete",84,292,37,10,0,0,Legítimo
192.168.31.175,"Colete, GranadaFrag, Mira, Drone",58,149,31,69,0,1,Suspeito
192.168.211.65,"Lança-granadas, GranadaFumo, Torreta, Drone",75,162,126,53,0,0,Legítimo
192.168.136.139,"Revólver, Faca, Fuzil, Colete",41,95,126,35,0,1,Suspeito
192.168.57.240,"Metralhadora, GranadaFumo, Revólver, Submetralhadora",92,89,128,79,0,0,Suspeito
192.168.146.219,"Espingarda, Revólver, Drone, Silenciador",43,395,51,54,0,1,Legítimo
192.168.229.226,"Faca, Revólver, Fuzil, MedKit",77,321,86,25,0,1,Legítimo
192.168.200.102,"Drone, Colete, Capacete, Lança-granadas",47,134,91,16,0,1,Legítimo
192.168.118.183,"Faca, MedKit, Fuzil, GranadaFrag",41,142,96,38,0,1,Legítimo
192.168.206.192,"GranadaFumo, MedKit, GranadaInc, Fuzil",51,50,72,78,0,0,Legítimo
192.168.62.158,"GranadaFumo, Colete, Capacete, Mira",50,281,80,32,0,1,Legítimo
192.168.234.5,"Drone, Silenciador, Submetralhadora, Revólver",60,62,26,42,0,0,Legítimo
192.168.57.252,"Capacete, MedKit, Silenciador, GranadaFrag",65,50,127,77,0,1,Suspeito
192.168.152.29,"MedKit, GranadaInc, Mira, Sniper",91,222,64,27,0,1,Legítimo
192.168.250.72,"Torreta, Drone, Colete, Sniper",86,288,97,55,0,1,Legítimo
192.168.116.75,"Colete, Metralhadora, Faca, Pistola",85,119,114,71,0,1,Suspeito
192.168.107.41,"Lança-granadas, Colete, Submetralhadora, Silenciador",89,226,136,8,0,0,Legítimo
192.168.74.107,"Explosivo, Submetralhadora, Drone, GranadaFumo",59,266,23,77,0,0,Legítimo
192.168.252.59,"Lança-granadas, Colete, Explosivo, Torreta",78,336,41,82,0,1,Legítimo
192.168.232.224,"Explosivo, Capacete, GranadaFrag, Sniper",41,105,34,57,0,1,Suspeito
192.168.245.235,"Lança-granadas, Drone, Torreta, GranadaInc",59,290,112,16,0,1,Legítimo
192.168.159.237,"Silenciador, MedKit, Sniper, Faca",81,229,86,0,0,1,Legítimo
192.168.240.64,"Capacete, Submetralhadora, Explosivo, Espingarda",48,100,119,22,0,1,Suspeito
192.168.238.195,"Submetralhadora, Silenciador, Colete, Pistola",89,355,59,94,0,1,Suspeito
192.168.180.142,"Sniper, Capacete, Drone, GranadaFrag",53,169,120,64,0,1,Suspeito
192.168.60.83,"GranadaFumo, Pistola, Sniper, Faca",62,287,150,100,0,1,Suspeito
192.168.110.246,"Torreta, Faca, Capacete, Pistola",45,256,112,64,0,0,Legítimo
192.168.210.151,"Submetralhadora, Capacete, Pistola, Fuzil",49,386,96,25,0,1,Legítimo
192.168.159.233,"Pistola, Explosivo, Sniper, GranadaFumo",85,83,32,58,0,0,Suspeito
192.168.90.41,"Metralhadora, Lança-granadas, GranadaFrag, GranadaFumo",80,116,89,63,0,0,Legítimo
192.168.46.173,"Mira, Colete, Faca, Pistola",75,152,38,74,0,0,Suspeito
192.168.194.58,"Colete, Pistola, Torreta, Silenciador",70,59,49,39,0,1,Legítimo
192.168.42.211,"Capacete, Faca, GranadaFumo, Pistola",98,259,33,56,1,1,Suspeito
192.168.187.17,"Explosivo, MedKit, GranadaInc, Espingarda",100,97,99,47,0,1,Suspeito
192.168.129.184,"Explosivo, GranadaInc, Colete, Silenciador",95,273,100,51,1,0,Legítimo
192.168.33.254,"Colete, Lança-granadas, Torreta, Revólver",81,394,115,75,0,1,Suspeito
192.168.78.58,"Lança-granadas, Capacete, Mira, Espingarda",81,197,67,35,0,1,Suspeito
192.168.57.213,"Colete, Torreta, Fuzil, GranadaInc",43,309,23,68,0,0,Legítimo
192.168.140.93,"GranadaFumo, MedKit, Revólver, Faca",69,155,118,35,0,1,Suspeito
192.168.219.37,"Colete, Revólver, Mira, GranadaFumo",60,399,69,94,0,1,Legítimo
192.168.199.59,"Capacete, Fuzil, Metralhadora, Pistola",90,325,115,49,0,1,Suspeito
192.168.172.154,"Faca, GranadaFumo, Explosivo, Espingarda",61,389,109,66,0,0,Legítimo
192.168.136.193,"Lança-granadas, Capacete, GranadaFumo, Faca",61,169,29,56,0,1,Suspeito
192.168.225.176,"GranadaInc, Submetralhadora, GranadaFrag, Capacete",60,251,149,41,0,0,Legítimo
192.168.17.247,"Mira, Metralhadora, Torreta, Fuzil",54,129,41,24,0,0,Legítimo
192.168.233.248,"Sniper, MedKit, Espingarda, GranadaFrag",74,251,81,16,0,1,Legítimo
192.168.209.167,"Sniper, Pistola, Faca, Submetralhadora",100,393,32,31,1,1,Suspeito
192.168.138.187,"Revólver, GranadaFrag, Silenciador, Faca",91,112,41,44,0,0,Legítimo
192.168.70.81,"Sniper, Torreta, Silenciador, Lança-granadas",68,261,36,91,0,0,Legítimo
192.168.83.52,"Submetralhadora, Explosivo, Capacete, GranadaInc",82,298,57,34,0,1,Legítimo
192.168.176.99,"Explosivo, Mira, Espingarda, Lança-granadas",70,156,112,24,0,0,Legítimo
192.168.82.88,"Metralhadora, Drone, Revólver, Sniper",62,90,143,79,0,0,Suspeito
192.168.199.160,"GranadaInc, GranadaFrag, Pistola, Explosivo",63,373,99,87,0,0,Legítimo
192.168.114.223,"GranadaFrag, Colete, Mira, Fuzil",87,247,21,21,0,0,Legítimo
192.168.97.184,"Silenciador, Sniper, Capacete, GranadaFumo",77,98,143,0,0,1,Suspeito
192.168.112.105,"Mira, MedKit, Drone, Faca",76,62,58,25,0,1,Legítimo
192.168.121.234,"Lança-granadas, MedKit, GranadaFrag, GranadaFumo",85,335,73,39,0,0,Legítimo
192.168.119.124,"Fuzil, Capacete, Drone, GranadaInc",70,292,107,10,0,0,Legítimo
192.168.41.206,"Explosivo, GranadaFrag, Capacete, Sniper",52,92,113,81,0,0,Suspeito
192.168.232.246,"Metralhadora, GranadaInc, Colete, Torreta",71,71,39,94,0,1,Suspeito
192.168.60.188,"Colete, Capacete, Sniper, Torreta",86,171,130,58,0,1,Suspeito
192.168.215.116,"Torreta, GranadaFrag, Capacete, Lança-granadas",86,74,23,11,0,1,Suspeito
192.168.116.114,"Explosivo, Capacete, MedKit, Drone",52,76,26,73,0,0,Suspeito
192.168.12.121,"Drone, Sniper, Metralhadora, Silenciador",56,221,98,28,0,1,Legítimo
192.168.70.166,"Colete, Explosivo, Fuzil, GranadaInc",71,366,42,37,0,0,Legítimo
192.168.27.253,"Submetralhadora, Capacete, Revólver, Faca",95,57,115,43,0,1,Suspeito
192.168.237.175,"Colete, Submetralhadora, Metralhadora, Faca",46,53,90,61,0,0,Legítimo
192.168.149.31,"GranadaInc, GranadaFrag, Lança-granadas, Silenciador",66,158,110,56,0,0,Legítimo
192.168.19.200,"Sniper, Explosivo, Faca, Drone",90,254,131,29,0,0,Legítimo
192.168.219.183,"Drone, Revólver, Faca, MedKit",57,229,87,24,0,0,Legítimo
192.168.139.10,"Revólver, Metralhadora, Lança-granadas, GranadaFumo",40,231,30,85,0,1,Suspeito
192.168.121.18,"Revólver, Sniper, Explosivo, Metralhadora",69,247,55,59,1,0,Legítimo
192.168.99.173,"Metralhadora, Faca, Lança-granadas, Silenciador",78,72,92,37,0,0,Legítimo
192.168.15.130,"Explosivo, Fuzil, Drone, Pistola",97,141,37,45,0,1,Suspeito
192.168.174.143,"Revólver, Submetralhadora, Sniper, Lança-granadas",61,314,96,15,0,1,Legítimo
192.168.175.160,"Mira, Fuzil, MedKit, Capacete",49,235,41,24,0,1,Legítimo
192.168.242.37,"Sniper, Mira, MedKit, Metralhadora",96,307,113,32,0,0,Legítimo
192.168.102.255,"Espingarda, GranadaInc, Drone, MedKit",91,274,147,91,0,0,Suspeito
192.168.194.30,"Metralhadora, Explosivo, Submetralhadora, MedKit",79,360,88,27,0,0,Legítimo
192.168.54.152,"Espingarda, Metralhadora, Revólver, Faca",48,300,118,4,0,1,Legítimo
192.168.110.49,"Capacete, Fuzil, Metralhadora, Faca",85,296,141,35,0,1,Suspeito
192.168.35.199,"Drone, Submetralhadora, Explosivo, GranadaInc",79,59,126,82,0,1,Suspeito
192.168.180.160,"Metralhadora, Capacete, Sniper, GranadaFrag",41,210,58,79,0,0,Legítimo
192.168.28.34,"Silenciador, Drone, Capacete, Espingarda",70,317,133,17,0,1,Legítimo
192.168.250.18,"MedKit, Fuzil, Drone, Faca",49,162,30,38,0,0,Legítimo
192.168.132.66,"GranadaInc, Submetralhadora, GranadaFrag, Fuzil",43,378,60,30,0,1,Legítimo
192.168.2.126,"Explosivo, Espingarda, Fuzil, Lança-granadas",58,329,82,24,0,1,Legítimo
192.168.127.195,"Mira, Espingarda, Faca, Silenciador",61,184,147,23,0,1,Suspeito
192.168.32.91,"Capacete, Drone, Espingarda, Lança-granadas",94,193,118,68,0,0,Suspeito
192.168.109.23,"Revólver, Pistola, Colete, Sniper",75,212,26,92,0,0,Legítimo
192.168.246.77,"Fuzil, Mira, Metralhadora, Submetralhadora",56,305,89,80,0,1,Legítimo
192.168.73.29,"Torreta, Drone, GranadaFumo, Submetralhadora",88,77,27,70,0,0,Suspeito
192.168.184.173,"Lança-granadas, Pistola, Espingarda, Drone",83,61,67,15,0,0,Legítimo
192.168.18.9,"Fuzil, Silenciador, GranadaFrag, Lança-granadas",73,146,57,30,0,0,Legítimo
192.168.119.196,"Explosivo, Revólver, GranadaInc, Pistola",62,169,81,37,0,1,Legítimo
192.168.162.149,"Mira, Pistola, Silenciador, GranadaFrag",68,142,48,11,0,1,Legítimo
192.168.77.35,"Lança-granadas, Fuzil, Drone, GranadaFumo",57,181,123,22,0,1,Suspeito
192.168.78.154,"Explosivo, Silenciador, Colete, Torreta",81,109,41,29,0,0,Legítimo
192.168.178.16,"GranadaFumo, GranadaInc, Lança-granadas, Silenciador",65,346,110,73,0,1,Suspeito
192.168.72.107,"Silenciador, Explosivo, MedKit, Fuzil",91,59,124,4,0,0,Suspeito
192.168.156.96,"Pistola, Sniper, Capacete, Faca",45,166,150,81,0,0,Suspeito
192.168.120.131,"Lança-granadas, Silenciador, GranadaFumo, Revólver",89,104,119,17,0,0,Suspeito
192.168.188.165,"Faca, GranadaFrag, Torreta, Pistola",43,384,31,1,0,0,Legítimo
192.168.147.77,"GranadaInc, Revólver, Faca, Explosivo",82,234,45,3,0,1,Legítimo
192.168.14.147,"Mira, Espingarda, Silenciador, Submetralhadora",91,292,87,53,0,1,Legítimo
192.168.251.245,"Sniper, Espingarda, Colete, Capacete",55,270,131,39,0,0,Legítimo
192.168.143.44,"Faca, Drone, GranadaFumo, Silenciador",80,140,36,12,0,0,Legítimo
192.168.166.249,"Sniper, Lança-granadas, Colete, Drone",41,314,102,15,1,1,Suspeito
192.168.11.144,"Colete, Pistola, Silenciador, Explosivo",49,239,20,38,0,0,Legítimo
192.168.153.245,"Metralhadora, Torreta, Pistola, GranadaFrag",50,254,110,63,0,1,Legítimo
192.168.130.170,"Lança-granadas, Pistola, Explosivo, GranadaFrag",41,78,83,66,0,1,Legítimo
192.168.175.76,"Explosivo, Espingarda, Revólver, Drone",96,104,126,4,0,1,Suspeito
192.168.199.78,"Revólver, Colete, Capacete, Lança-granadas",64,131,100,42,0,1,Legítimo
192.168.31.130,"Fuzil, Torreta, Colete, MedKit",94,76,93,8,0,0,Legítimo
192.168.53.140,"Revólver, Submetralhadora, Espingarda, Metralhadora",46,277,106,4,1,1,Suspeito
192.168.38.23,"Espingarda, Submetralhadora, Explosivo, Fuzil",95,307,84,39,0,0,Legítimo
192.168.222.30,"Revólver, Explosivo, Espingarda, Submetralhadora",71,374,84,77,0,1,Legítimo
192.168.29.236,"Colete, Mira, MedKit, GranadaFumo",93,80,59,89,0,0,Suspeito
192.168.187.147,"Torreta, Sniper, GranadaFrag, GranadaInc",53,236,20,9,0,0,Legítimo
192.168.77.27,"Lança-granadas, Drone, GranadaFumo, Faca",84,394,45,1,0,1,Legítimo
192.168.61.236,"Explosivo, MedKit, Capacete, Lança-granadas",92,52,87,56,0,1,Suspeito
192.168.130.249,"Espingarda, Mira, GranadaInc, Revólver",68,227,93,70,0,0,Legítimo
192.168.216.206,"Revólver, GranadaInc, GranadaFumo, Silenciador",82,300,118,31,0,0,Legítimo
192.168.92.111,"Sniper, GranadaFumo, Espingarda, Colete",60,286,29,49,0,0,Legítimo
192.168.116.168,"Fuzil, Metralhadora, Faca, MedKit",47,398,41,67,0,0,Legítimo
192.168.207.121,"Colete, Revólver, Drone, Faca",94,88,126,26,0,0,Suspeito
192.168.172.22,"Sniper, Metralhadora, Capacete, Lança-granadas",95,326,29,2,0,0,Legítimo
192.168.57.206,"Capacete, Silenciador, Drone, Espingarda",96,288,90,4,0,1,Legítimo
192.168.1.155,"Faca, GranadaInc, GranadaFrag, Explosivo",46,207,89,19,0,1,Legítimo
192.168.201.194,"GranadaFrag, Lança-granadas, Espingarda, Fuzil",75,378,71,80,0,1,Legítimo
