IP,Inventario,Acuracia,TempoReacao,APM,TaxaHeadshots,JaFoiSuspeito,IPRepetido,SusInv,Classe
192.168.167.64,"Silenciador, MedKit, Submetralhadora, Fuzil",56,108,88,48,0,0,0,Legítimo
192.168.172.238,"Espingarda, Pistola, Submetralhadora, GranadaInc",55,78,42,62,0,0,0,Legítimo
192.168.138.226,"Submetralhadora, MedKit, GranadaInc, GranadaFrag",47,239,35,1,0,0,0,Legítimo
192.168.212.131,"Colete, Silenciador, MedKit, Explosivo",84,196,37,58,0,0,0,Suspeito
192.168.32.237,"Colete, GranadaInc, Torreta, Submetralhadora",88,336,117,35,0,0,0,Legítimo
192.168.174.228,"Colete, Fuzil, Submetralhadora, Torreta",48,267,82,16,0,0,0,Legítimo
192.168.54.238,"Fuzil, Explosivo, Capacete, Drone",64,369,124,6,0,0,1,Legítimo
192.168.41.106,"Explosivo, Pistola, Espingarda, Torreta",97,153,75,8,0,0,0,Legítimo
192.168.152.3,"Sniper, MedKit, Silenciador, Espingarda",60,253,20,23,0,0,0,Legítimo
192.168.70.238,"GranadaInc, MedKit, Espingarda, Pistola",56,218,25,21,0,0,0,Legítimo
192.168.161.62,"Revólver, Silenciador, Explosivo, Pistola",99,389,39,96,1,0,0,Suspeito
192.168.149.231,"Submetralhadora, Sniper, Colete, Silenciador",54,59,40,85,0,0,1,Suspeito
192.168.36.48,"Fuzil, GranadaFrag, Silenciador, GranadaFumo",97,132,50,58,0,0,0,Legítimo
192.168.244.155,"GranadaFumo, Espingarda, MedKit, Mira",74,98,35,9,0,0,0,Legítimo
192.168.153.111,"Faca, Pistola, Drone, Colete",89,178,35,16,0,0,0,Suspeito
192.168.120.171,"GranadaInc, GranadaFrag, Drone, Mira",59,367,22,75,0,0,0,Legítimo
192.168.86.164,"Explosivo, MedKit, Pistola, Metralhadora",89,126,137,7,0,0,0,Suspeito
192.168.89.110,"Mira, Silenciador, GranadaFrag, Lança-granadas",66,81,136,46,0,0,0,Legítimo
192.168.158.116,"Silenciador, Lança-granadas, Mira, Revólver",100,166,128,57,0,0,0,Suspeito
192.168.115.108,"Capacete, Lança-granadas, Metralhadora, GranadaInc",66,235,69,29,0,0,0,Legítimo
192.168.21.179,"Mira, MedKit, Pistola, Faca",47,387,115,41,0,0,0,Legítimo
192.168.52.248,"Revólver, Pistola, Explosivo, GranadaFumo",76,227,50,66,0,0,0,Legítimo
192.168.9.84,"MedKit, Sniper, Revólver, Metralhadora",80,62,44,30,0,0,0,Legítimo
192.168.253.207,"GranadaInc, Submetralhadora, Espingarda, Colete",49,336,137,82,0,0,0,Legítimo
192.168.215.120,"MedKit, Explosivo, Silenciador, Colete",84,151,111,4,0,0,0,Suspeito
192.168.98.193,"Submetralhadora, Colete, Mira, Explosivo",48,142,109,8,0,0,0,Legítimo
192.168.243.12,"Torreta, Mira, Metralhadora, Lança-granadas",44,109,41,26,0,0,0,Legítimo
192.168.238.114,"Silenciador, Fuzil, Capacete, Espingarda",41,233,97,72,0,0,0,Legítimo
192.168.55.244,"Faca, Sniper, Pistola, Submetralhadora",48,75,87,45,0,0,0,Legítimo
192.168.146.161,"Sniper, Metralhadora, Explosivo, Colete",47,349,25,16,0,0,0,Legítimo
192.168.7.89,"Sniper, Colete, GranadaFumo, Pistola",65,233,80,82,0,0,0,Legítimo
192.168.153.145,"Drone, Torreta, Capacete, GranadaInc",50,392,104,22,0,0,0,Legítimo
192.168.70.49,"Fuzil, GranadaFrag, Pistola, Drone",52,271,111,14,0,0,0,Legítimo
192.168.178.139,"Faca, Submetralhadora, Revólver, Mira",47,66,71,96,0,0,0,Legítimo
192.168.85.232,"Fuzil, Drone, Submetralhadora, GranadaFrag",70,64,62,87,0,0,0,Legítimo
192.168.176.253,"Capacete, Faca, Pistola, Submetralhadora",69,352,111,39,0,0,0,Legítimo
192.168.3.208,"Silenciador, GranadaFumo, GranadaFrag, Fuzil",100,240,42,50,0,0,0,Legítimo
192.168.82.254,"Submetralhadora, Capacete, Lança-granadas, Sniper",72,239,71,34,0,0,0,Legítimo
192.168.96.232,"Espingarda, Pistola, Sniper, GranadaInc",95,184,102,1,0,0,0,Suspeito
192.168.222.138,"MedKit, Pistola, Explosivo, Metralhadora",84,381,32,49,0,0,0,Legítimo
192.168.20.158,"GranadaFrag, Revólver, Silenciador, Sniper",100,220,72,84,0,0,0,Legítimo
192.168.92.250,"Metralhadora, Silenciador, Pistola, Lança-granadas",71,58,109,87,0,0,0,Suspeito
192.168.94.91,"Colete, Fuzil, Explosivo, Faca",97,99,68,59,0,0,0,Legítimo
192.168.24.203,"Silenciador, Revólver, Lança-granadas, Explosivo",69,392,62,24,0,0,0,Legítimo
192.168.245.33,"GranadaInc, GranadaFrag, Capacete, Pistola",77,65,70,10,0,0,0,Legítimo
192.168.21.76,"Submetralhadora, Lança-granadas, Silenciador, Mira",81,150,116,21,0,0,0,Suspeito
192.168.253.185,"Silenciador, Faca, MedKit, Revólver",94,146,118,85,0,0,0,Suspeito
192.168.10.180,"Revólver, Drone, Faca, Torreta",63,87,83,82,0,0,0,Legítimo
192.168.92.228,"Silenciador, Espingarda, MedKit, Capacete",47,118,46,47,0,0,0,Legítimo
192.168.79.81,"Lança-granadas, Explosivo, GranadaInc, Revólver",79,198,40,21,0,0,0,Legítimo
192.168.27.157,"Colete, Lança-granadas, Torreta, Revólver",64,295,74,9,1,0,0,Legítimo
192.168.244.52,"Faca, GranadaFrag, GranadaInc, GranadaFumo",87,385,115,11,0,0,0,Legítimo
192.168.170.60,"Pistola, Espingarda, Torreta, GranadaFumo",82,116,33,5,0,0,0,Suspeito
192.168.252.252,"GranadaFumo, Revólver, GranadaInc, Explosivo",47,145,74,30,0,0,0,Legítimo
192.168.125.4,"Faca, GranadaFumo, Sniper, Metralhadora",82,262,143,18,0,0,0,Legítimo
192.168.32.131,"Espingarda, GranadaFumo, Pistola, Revólver",96,323,101,88,0,0,0,Suspeito
192.168.160.214,"Torreta, MedKit, GranadaFrag, Lança-granadas",53,123,23,13,0,0,0,Legítimo
192.168.159.108,"GranadaFrag, Torreta, Metralhadora, Drone",61,353,76,60,0,0,0,Legítimo
192.168.198.31,"Faca, Metralhadora, Colete, Explosivo",62,231,109,8,0,0,0,Legítimo
192.168.26.119,"Submetralhadora, Mira, Torreta, Fuzil",82,322,54,16,0,0,0,Legítimo
192.168.47.215,"GranadaFrag, Sniper, Drone, Colete",71,248,54,9,1,0,0,Legítimo
192.168.127.226,"Pistola, GranadaFumo, GranadaFrag, Sniper",77,349,32,70,0,0,0,Legítimo
192.168.166.174,"Explosivo, Silenciador, Torreta, GranadaInc",59,194,94,24,0,0,0,Legítimo
192.168.254.213,"GranadaInc, Submetralhadora, MedKit, Revólver",42,380,129,55,0,0,0,Legítimo
192.168.221.82,"Capacete, Metralhadora, MedKit, Silenciador",42,206,45,16,0,0,0,Legítimo
192.168.71.253,"Silenciador, MedKit, Mira, Metralhadora",87,101,126,65,0,0,0,Suspeito
192.168.48.139,"Lança-granadas, Sniper, Mira, Silenciador",41,388,60,3,0,0,1,Legítimo
192.168.255.50,"Mira, Sniper, Submetralhadora, MedKit",45,275,140,45,0,0,0,Legítimo
192.168.172.53,"Espingarda, Silenciador, GranadaFrag, MedKit",73,272,45,32,0,0,0,Legítimo
192.168.5.210,"Mira, Colete, GranadaFumo, Capacete",97,323,60,67,0,0,0,Legítimo
192.168.125.86,"Faca, Mira, Submetralhadora, Pistola",67,332,119,42,0,0,0,Legítimo
192.168.210.107,"Sniper, Silenciador, GranadaInc, Fuzil",83,317,138,73,0,0,0,Suspeito
192.168.114.97,"Revólver, GranadaFrag, Fuzil, MedKit",57,360,112,55,0,0,0,Legítimo
192.168.137.190,"GranadaFumo, Colete, Mira, Pistola",54,308,49,27,0,0,0,Legítimo
192.168.148.17,"MedKit, Faca, Fuzil, Explosivo",78,96,128,16,0,0,0,Legítimo
192.168.5.132,"Fuzil, Explosivo, Colete, Faca",43,314,66,73,0,0,0,Legítimo
192.168.212.69,"Drone, GranadaFrag, GranadaFumo, Colete",74,132,99,6,0,0,0,Legítimo
192.168.254.67,"Fuzil, Silenciador, Revólver, Lança-granadas",96,238,144,74,0,0,0,Suspeito
192.168.119.240,"Drone, Sniper, Faca, GranadaFrag",49,239,126,54,0,0,0,Legítimo
192.168.166.52,"Faca, Mira, Sniper, Fuzil",85,299,37,24,0,0,0,Legítimo
192.168.101.209,"Drone, Revólver, Explosivo, Pistola",45,329,65,25,0,0,0,Legítimo
192.168.83.148,"Lança-granadas, Sniper, Fuzil, Submetralhadora",63,321,132,74,0,0,0,Legítimo
192.168.30.53,"Sniper, Submetralhadora, Mira, Pistola",74,375,98,27,0,0,0,Legítimo
192.168.23.4,"Faca, Silenciador, Submetralhadora, Lança-granadas",46,127,80,21,0,0,1,Legítimo
192.168.9.155,"Torreta, Lança-granadas, Submetralhadora, GranadaInc",88,90,20,95,0,0,0,Suspeito
192.168.212.31,"Capacete, GranadaInc, Torreta, Lança-granadas",96,154,73,72,0,0,0,Suspeito
192.168.106.53,"GranadaFrag, Silenciador, Explosivo, Capacete",93,247,52,5,0,0,0,Legítimo
192.168.29.247,"GranadaInc, Capacete, GranadaFrag, Espingarda",93,218,20,89,0,0,0,Suspeito
192.168.14.221,"GranadaFrag, GranadaInc, Mira, Sniper",88,200,91,35,0,0,0,Legítimo
192.168.108.195,"MedKit, Drone, GranadaInc, Faca",67,227,64,70,0,0,0,Legítimo
192.168.173.250,"Metralhadora, Lança-granadas, Fuzil, Submetralhadora",65,226,22,78,0,0,0,Legítimo
192.168.223.68,"Lança-granadas, Torreta, Explosivo, Sniper",76,249,107,41,0,0,0,Legítimo
192.168.23.73,"Colete, Capacete, Silenciador, Fuzil",51,243,120,54,0,0,0,Legítimo
192.168.132.95,"Torreta, MedKit, Pistola, GranadaFumo",40,89,65,89,0,0,0,Legítimo
192.168.8.51,"Metralhadora, Revólver, Pistola, Torreta",100,298,91,13,0,0,0,Legítimo
192.168.154.211,"GranadaFumo, Metralhadora, Faca, Pistola",77,100,128,36,0,0,0,Legítimo
192.168.101.57,"MedKit, Faca, Pistola, Sniper",96,89,127,49,0,0,0,Suspeito
192.168.165.146,"Mira, Submetralhadora, Torreta, Fuzil",81,295,87,83,0,0,0,Legítimo
192.168.156.67,"Torreta, Submetralhadora, Sniper, Silenciador",44,137,75,59,0,0,0,Legítimo
192.168.155.73,"Mira, Faca, Capacete, Drone",47,75,87,52,0,0,0,Legítimo
192.168.43.120,"Fuzil, Colete, Lança-granadas, MedKit",50,345,32,32,1,0,0,Legítimo
192.168.220.55,"Torreta, Silenciador, GranadaFrag, Fuzil",63,176,67,85,0,0,0,Legítimo
192.168.220.239,"Fuzil, GranadaInc, Lança-granadas, MedKit",92,194,133,41,0,0,0,Suspeito
192.168.203.202,"MedKit, Faca, Torreta, Pistola",93,300,20,80,0,0,0,Suspeito
192.168.167.185,"GranadaFumo, MedKit, Espingarda, Torreta",97,316,113,71,0,0,0,Suspeito
192.168.4.55,"GranadaFrag, Torreta, Espingarda, Faca",63,156,79,46,0,0,0,Legítimo
192.168.117.145,"Mira, GranadaFumo, Capacete, Colete",93,198,81,41,0,0,0,Legítimo
192.168.185.99,"Espingarda, Colete, Sniper, Pistola",83,265,25,60,0,0,0,Legítimo
192.168.201.22,"Espingarda, MedKit, GranadaInc, Submetralhadora",59,120,29,32,1,0,0,Suspeito
192.168.196.243,"GranadaFumo, Drone, GranadaInc, Explosivo",60,396,49,84,0,0,0,Legítimo
192.168.209.74,"Sniper, GranadaInc, Revólver, Espingarda",47,356,71,20,0,0,0,Legítimo
192.168.176.250,"Lança-granadas, Sniper, Capacete, Mira",78,130,116,79,0,0,0,Suspeito
192.168.166.105,"Explosivo, GranadaInc, Submetralhadora, Drone",100,132,144,85,0,0,0,Suspeito
192.168.178.66,"Fuzil, Capacete, GranadaFumo, Faca",68,136,126,90,0,0,0,Suspeito
192.168.99.93,"MedKit, Submetralhadora, GranadaInc, Torreta",81,136,135,56,0,0,0,Suspeito
192.168.114.221,"Pistola, Faca, GranadaFrag, Torreta",56,229,45,63,1,0,0,Legítimo
192.168.87.155,"Faca, GranadaInc, Lança-granadas, Metralhadora",65,330,64,6,0,0,0,Legítimo
192.168.202.7,"Lança-granadas, Mira, Colete, Revólver",77,240,49,10,0,0,0,Legítimo
192.168.105.32,"Mira, Submetralhadora, Capacete, Explosivo",80,202,27,24,0,0,0,Legítimo
192.168.12.70,"Capacete, Mira, GranadaInc, Espingarda",70,74,38,22,0,0,0,Legítimo
192.168.126.32,"Metralhadora, Torreta, Fuzil, Pistola",68,208,115,97,0,0,0,Legítimo
192.168.82.86,"GranadaFumo, Torreta, Silenciador, Capacete",72,124,125,14,0,0,0,Legítimo
192.168.146.129,"Silenciador, GranadaFumo, Capacete, Colete",57,237,43,58,0,0,1,Legítimo
192.168.116.199,"Capacete, Faca, Espingarda, Torreta",47,337,28,18,0,0,0,Legítimo
192.168.225.101,"GranadaFrag, Pistola, MedKit, Revólver",87,167,137,11,0,0,0,Suspeito
192.168.86.114,"Espingarda, Explosivo, Colete, Drone",54,236,133,98,0,0,1,Suspeito
192.168.222.174,"Revólver, Silenciador, Drone, GranadaInc",65,127,136,76,0,0,0,Suspeito
192.168.51.47,"GranadaFumo, MedKit, Explosivo, Lança-granadas",68,50,34,68,0,0,0,Legítimo
192.168.149.242,"GranadaFumo, Torreta, GranadaFrag, Fuzil",62,239,37,71,0,0,0,Legítimo
192.168.45.248,"Submetralhadora, Capacete, Sniper, Silenciador",95,282,84,47,0,0,0,Legítimo
192.168.234.110,"Submetralhadora, Torreta, Sniper, GranadaFumo",81,354,53,7,0,0,0,Legítimo
192.168.191.80,"Sniper, Mira, GranadaInc, Revólver",58,274,74,97,0,1,0,Legítimo
192.168.85.238,"Torreta, Silenciador, Sniper, Lança-granadas",46,343,116,9,0,0,0,Legítimo
192.168.189.26,"Lança-granadas, Fuzil, Explosivo, Capacete",75,380,25,31,0,0,0,Legítimo
192.168.130.61,"MedKit, Capacete, Pistola, GranadaFrag",83,335,120,47,0,0,0,Legítimo
192.168.121.121,"MedKit, Capacete, Faca, Espingarda",87,361,63,73,0,0,0,Legítimo
192.168.164.143,"Sniper, GranadaFrag, GranadaFumo, Submetralhadora",46,283,126,40,0,0,0,Legítimo
192.168.121.48,"Capacete, Metralhadora, GranadaFrag, GranadaInc",59,289,95,66,0,0,0,Legítimo
192.168.184.27,"Drone, Lança-granadas, MedKit, GranadaFumo",70,51,65,23,0,0,0,Legítimo
192.168.144.157,"Capacete, Fuzil, Espingarda, MedKit",70,250,129,70,0,0,0,Legítimo
192.168.11.151,"Capacete, Submetralhadora, Sniper, GranadaFrag",48,382,132,75,0,0,0,Legítimo
192.168.235.233,"Torreta, Sniper, Metralhadora, GranadaInc",80,350,40,88,0,0,0,Legítimo
192.168.110.111,"Colete, Metralhadora, GranadaFumo, GranadaInc",60,283,89,68,0,0,0,Legítimo
192.168.106.204,"Lança-granadas, Colete, Revólver, Pistola",61,357,71,57,0,0,0,Legítimo
192.168.102.193,"Revólver, MedKit, Torreta, Sniper",100,192,53,99,1,0,0,Suspeito
192.168.206.46,"Espingarda, Capacete, Colete, Metralhadora",65,327,80,82,0,0,0,Legítimo
192.168.83.211,"Drone, Submetralhadora, Silenciador, Espingarda",64,249,134,85,0,0,0,Legítimo
192.168.151.218,"Revólver, Torreta, Mira, Faca",89,384,147,56,0,0,0,Legítimo
192.168.26.18,"Submetralhadora, Sniper, Revólver, Drone",53,173,115,30,0,0,0,Legítimo
192.168.164.185,"Fuzil, Drone, MedKit, Sniper",66,270,138,27,0,0,0,Legítimo
192.168.182.177,"Explosivo, Mira, Metralhadora, Faca",41,271,113,51,1,0,0,Legítimo
192.168.194.252,"Torreta, Mira, Fuzil, Espingarda",60,70,104,58,0,0,0,Legítimo
192.168.96.80,"Lança-granadas, GranadaFumo, Pistola, Capacete",43,98,81,47,0,0,0,Legítimo
192.168.243.254,"Sniper, Faca, GranadaInc, Lança-granadas",55,174,88,77,0,0,0,Legítimo
192.168.186.90,"Mira, Pistola, Silenciador, Revólver",53,240,47,41,0,0,0,Legítimo
192.168.144.162,"Torreta, Capacete, Silenciador, Submetralhadora",50,187,70,10,0,0,0,Legítimo
192.168.76.220,"Explosivo, Lança-granadas, Sniper, Pistola",76,340,150,80,0,0,0,Legítimo
192.168.114.66,"Drone, Submetralhadora, Colete, Revólver",74,343,118,12,0,0,0,Legítimo
192.168.91.161,"Submetralhadora, GranadaFumo, Sniper, Mira",66,183,35,45,0,0,0,Legítimo
192.168.218.132,"Mira, Submetralhadora, GranadaFumo, Sniper",54,218,149,68,0,0,0,Legítimo
192.168.38.143,"Drone, Mira, GranadaFumo, Pistola",79,101,113,98,0,0,0,Suspeito
192.168.11.32,"Fuzil, Submetralhadora, Silenciador, GranadaInc",46,84,27,48,0,0,0,Legítimo
192.168.196.12,"Explosivo, Pistola, Metralhadora, Faca",71,392,40,79,1,0,0,Legítimo
192.168.205.31,"GranadaFumo, Explosivo, GranadaInc, Espingarda",53,188,65,90,0,0,0,Legítimo
192.168.149.185,"Faca, Lança-granadas, Drone, Capacete",44,216,91,25,0,0,0,Legítimo
192.168.123.181,"Revólver, Explosivo, Capacete, Fuzil",83,68,97,81,0,0,0,Suspeito
192.168.196.214,"Metralhadora, Torreta, Lança-granadas, Submetralhadora",99,161,74,84,1,0,0,Suspeito
192.168.89.251,"Capacete, GranadaFrag, Submetralhadora, Metralhadora",66,358,51,33,0,0,0,Legítimo
192.168.79.34,"Fuzil, Drone, Explosivo, Capacete",50,247,148,82,0,0,1,Suspeito
192.168.58.207,"Fuzil, MedKit, Faca, Explosivo",64,126,43,61,0,0,0,Legítimo
192.168.233.101,"Metralhadora, Pistola, Silenciador, Mira",71,334,54,62,0,0,0,Legítimo
192.168.51.8,"Torreta, Colete, Sniper, Lança-granadas",69,180,132,58,0,0,0,Legítimo
192.168.37.128,"Revólver, GranadaInc, Faca, Submetralhadora",90,215,137,94,0,0,0,Suspeito
192.168.227.53,"MedKit, Colete, Submetralhadora, GranadaFrag",98,182,134,9,0,0,0,Suspeito
192.168.17.86,"Drone, MedKit, GranadaFrag, Mira",76,349,90,62,0,0,0,Legítimo
192.168.246.5,"Colete, Faca, Lança-granadas, MedKit",85,290,135,38,0,0,0,Legítimo
192.168.54.223,"Pistola, GranadaInc, Explosivo, Faca",47,355,63,62,0,0,0,Legítimo
192.168.208.29,"Fuzil, Drone, Faca, Silenciador",49,300,78,95,0,0,0,Legítimo
192.168.203.175,"Sniper, Silenciador, Mira, GranadaInc",41,282,21,27,0,0,1,Legítimo
192.168.132.70,"Capacete, GranadaInc, MedKit, Silenciador",64,396,147,94,0,0,0,Legítimo
192.168.187.42,"GranadaFumo, Fuzil, Faca, Lança-granadas",69,290,56,83,0,0,0,Legítimo
192.168.196.62,"Faca, GranadaFumo, Capacete, Pistola",82,125,48,68,0,0,0,Legítimo
192.168.56.18,"Faca, Submetralhadora, Fuzil, Explosivo",91,264,78,30,0,0,0,Legítimo
192.168.218.67,"GranadaInc, Colete, Explosivo, Metralhadora",57,309,91,3,1,0,0,Legítimo
192.168.199.39,"Mira, Silenciador, GranadaInc, Espingarda",90,368,41,2,0,0,0,Legítimo
192.168.240.197,"Metralhadora, GranadaFumo, Lança-granadas, Mira",79,372,127,16,0,0,0,Legítimo
192.168.205.145,"MedKit, Torreta, Explosivo, Espingarda",95,100,70,91,0,0,0,Suspeito
192.168.10.149,"Explosivo, Espingarda, Mira, GranadaFrag",51,240,39,59,0,0,0,Legítimo
192.168.126.249,"Drone, Mira, Explosivo, GranadaFumo",74,312,107,44,0,0,0,Legítimo
192.168.50.86,"GranadaFumo, Faca, Pistola, Silenciador",76,61,123,89,0,0,1,Suspeito
192.168.245.15,"Espingarda, Revólver, Mira, Faca",42,245,86,46,0,0,0,Legítimo
192.168.39.101,"Pistola, Mira, Lança-granadas, GranadaInc",82,314,84,46,0,0,0,Legítimo
192.168.108.231,"Lança-granadas, Torreta, GranadaInc, Revólver",59,88,38,55,0,0,0,Legítimo
192.168.154.253,"Submetralhadora, Mira, Metralhadora, Colete",97,58,57,2,0,0,0,Legítimo
192.168.18.24,"GranadaFrag, Pistola, Silenciador, Sniper",82,237,32,47,0,0,0,Legítimo
192.168.56.120,"Pistola, Fuzil, Explosivo, Revólver",69,170,80,53,0,0,0,Legítimo
192.168.105.53,"GranadaInc, Silenciador, Mira, Drone",97,288,38,87,0,0,0,Suspeito
192.168.229.145,"Capacete, Colete, Revólver, Silenciador",52,88,149,99,0,0,0,Suspeito
192.168.13.177,"Sniper, GranadaInc, Revólver, Fuzil",80,388,111,69,0,0,0,Legítimo
192.168.238.73,"Espingarda, Drone, Mira, Fuzil",96,196,64,32,0,0,0,Legítimo
192.168.231.213,"Faca, Colete, Silenciador, MedKit",57,216,87,64,0,0,0,Legítimo
192.168.229.24,"Sniper, Colete, Mira, Drone",81,103,48,52,0,0,1,Suspeito
192.168.82.125,"Mira, Pistola, Metralhadora, Sniper",90,182,86,32,0,0,0,Legítimo
192.168.18.204,"Drone, Capacete, GranadaFumo, Revólver",96,315,54,53,0,0,0,Legítimo
192.168.143.61,"Explosivo, Silenciador, Drone, Capacete",60,315,69,60,0,0,1,Legítimo
192.168.163.66,"Metralhadora, Revólver, Torreta, Colete",41,386,51,63,0,0,0,Legítimo
192.168.195.24,"Revólver, Espingarda, GranadaInc, Submetralhadora",97,199,34,42,0,0,0,Suspeito
192.168.135.176,"Submetralhadora, Colete, MedKit, Torreta",69,268,22,6,0,0,0,Legítimo
192.168.183.24,"Sniper, Explosivo, Espingarda, Faca",42,400,131,56,0,0,0,Legítimo
192.168.196.1,"Explosivo, GranadaFumo, Colete, Drone",55,323,104,53,0,0,0,Legítimo
192.168.208.40,"Espingarda, Revólver, Silenciador, MedKit",56,388,59,21,0,0,0,Legítimo
192.168.5.48,"GranadaInc, Mira, Torreta, Submetralhadora",97,177,70,74,0,0,0,Suspeito
192.168.178.45,"Explosivo, GranadaInc, MedKit, Revólver",70,386,35,27,0,0,0,Legítimo
192.168.80.240,"Submetralhadora, Capacete, Silenciador, Torreta",71,113,25,55,0,0,0,Legítimo
192.168.253.214,"Sniper, Faca, Submetralhadora, Capacete",60,331,71,6,0,0,0,Legítimo
192.168.214.198,"Drone, Revólver, Espingarda, Torreta",93,372,21,69,1,0,0,Suspeito
192.168.160.242,"Mira, Torreta, Fuzil, Sniper",98,335,104,78,0,0,0,Suspeito
192.168.206.255,"Faca, Mira, Revólver, Torreta",44,330,74,1,0,0,0,Legítimo
192.168.235.132,"Capacete, Drone, GranadaFrag, Espingarda",62,185,100,2,0,0,1,Legítimo
192.168.166.156,"Submetralhadora, Silenciador, Faca, GranadaFumo",64,357,53,28,1,0,1,Legítimo
192.168.69.227,"GranadaInc, Metralhadora, Pistola, Espingarda",59,349,105,77,1,0,0,Suspeito
192.168.79.181,"Faca, Submetralhadora, Sniper, GranadaFrag",96,393,91,87,0,0,0,Legítimo
192.168.144.199,"Mira, Capacete, Fuzil, Colete",86,380,99,42,1,0,0,Legítimo
192.168.52.193,"Espingarda, Sniper, Drone, GranadaInc",66,282,49,96,0,0,0,Legítimo
192.168.140.188,"Metralhadora, Lança-granadas, GranadaFrag, Faca",57,368,112,60,1,0,0,Legítimo
192.168.112.215,"Metralhadora, Faca, Capacete, Fuzil",62,222,71,3,1,0,0,Legítimo
192.168.184.11,"Capacete, Fuzil, MedKit, GranadaInc",84,213,112,83,1,0,0,Suspeito
192.168.202.120,"Drone, Faca, Revólver, GranadaFrag",50,121,49,100,0,0,0,Legítimo
192.168.5.171,"Explosivo, Torreta, Pistola, Submetralhadora",79,138,106,41,0,0,0,Legítimo
192.168.16.218,"GranadaInc, Espingarda, Colete, Torreta",76,209,121,6,0,0,0,Legítimo
192.168.164.82,"Revólver, Explosivo, Drone, Capacete",42,295,150,16,0,0,1,Legítimo
192.168.230.18,"GranadaFumo, Drone, Espingarda, Mira",95,152,141,65,0,0,0,Suspeito
192.168.16.121,"GranadaFrag, Espingarda, GranadaInc, Mira",69,298,21,21,0,0,0,Legítimo
192.168.30.15,"Pistola, Faca, Submetralhadora, Explosivo",42,287,61,13,0,0,0,Legítimo
192.168.191.105,"Silenciador, Torreta, Submetralhadora, MedKit",80,308,150,46,0,0,0,Legítimo
192.168.19.251,"GranadaFumo, Metralhadora, Drone, Colete",100,142,66,71,0,0,0,Suspeito
192.168.42.64,"Capacete, Sniper, Colete, Fuzil",95,225,107,72,0,0,0,Suspeito
192.168.131.115,"Capacete, Sniper, Submetralhadora, GranadaFumo",41,65,48,5,0,0,0,Legítimo
192.168.241.249,"Faca, Sniper, Drone, Mira",55,319,90,56,0,0,0,Legítimo
192.168.26.107,"Mira, GranadaFrag, Metralhadora, Submetralhadora",54,127,89,5,0,0,0,Legítimo
192.168.69.237,"Submetralhadora, Metralhadora, Faca, Revólver",61,153,55,3,0,0,0,Legítimo
192.168.98.210,"GranadaInc, GranadaFumo, Pistola, Fuzil",84,337,45,40,0,0,0,Legítimo
192.168.160.157,"Mira, Capacete, MedKit, GranadaFumo",46,210,125,1,0,0,0,Legítimo
192.168.100.188,"Pistola, Mira, Drone, Submetralhadora",87,249,113,39,0,0,0,Legítimo
192.168.66.20,"Revólver, Submetralhadora, Metralhadora, Capacete",95,311,109,21,0,0,0,Legítimo
192.168.201.26,"Colete, Explosivo, MedKit, GranadaFumo",62,270,26,32,0,0,0,Legítimo
192.168.132.136,"Drone, Espingarda, Submetralhadora, Sniper",73,308,68,52,1,0,0,Legítimo
192.168.204.176,"Pistola, GranadaInc, Mira, Submetralhadora",64,175,58,19,0,0,0,Legítimo
192.168.42.7,"Fuzil, GranadaFumo, Silenciador, MedKit",40,330,103,89,0,0,0,Legítimo
192.168.119.92,"Silenciador, Fuzil, MedKit, Pistola",97,214,131,3,0,0,0,Legítimo
192.168.146.218,"Capacete, Faca, Lança-granadas, Revólver",40,55,141,77,0,0,0,Suspeito
192.168.144.220,"Mira, GranadaFrag, Revólver, GranadaFumo",97,347,20,90,0,0,0,Suspeito
